Start Date,Start Depth (m),Stratum,NO3 (ÂµgÂ·LË‰Â¹),NH4  (ÂµgÂ·LË‰Â¹),Susp N (ÂµgÂ·LË‰Â¹),TDN (ÂµgÂ·LË‰Â¹),SRP (ÂµgÂ·LË‰Â¹),Susp P (ÂµgÂ·LË‰Â¹),TDP (ÂµgÂ·LË‰Â¹),PN:PP,TDN:TDP,TN:TP,DIN:TDP,PN:PP,TDN:TDP,TN:TP,DIN:TDP
10/18/90,0,EPI,41,660,258,1120,,32,11,8.0625,101.8181818,32.04651163,63.72727273,8.0625,101.8,32.0,63.7
10/31/90,0,EPI,47,850,348,1500,,39,10,8.923076923,150,37.71428571,89.7,8.923076923,150.0,37.7,89.7
12/13/90,0,EPI,82,880,307,1520,,31,9,9.903225806,168.8888889,45.675,106.8888889,9.903225806,168.9,45.7,106.9
1/16/91,0,EPI,85,1000,184,1760,,28,8,6.571428571,220,54,135.625,6.571428571,220.0,54.0,135.6
2/13/91,0,EPI,36,1000,175,1520,,26,8,6.730769231,190,49.85294118,129.5,6.730769231,190.0,49.9,129.5
3/13/91,0,EPI,4,1100,235,1750,,38,8,6.184210526,218.75,43.15217391,138,6.184210526,218.8,43.2,138.0
5/15/91,0,EPI,,,319,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
5/15/91,0,EPI,110,85,365,670,,25,7,14.6,95.71428571,32.34375,27.85714286,14.6,95.7,32.3,27.9
5/29/91,0,EPI,0.5,12,236,440,,31,8,7.612903226,55,17.33333333,1.5625,7.612903226,55.0,17.3,1.6
5/29/91,0,EPI,,,235,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
6/12/91,0,EPI,0.5,4,292,450,,41,9,7.12195122,50,14.84,0.5,7.12195122,50.0,14.8,0.5
6/12/91,0,EPI,,,302,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
6/26/91,0,EPI,,,776,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
6/26/91,0,EPI,0.5,51,914,510,,51,11,17.92156863,46.36363636,22.96774194,4.681818182,17.92156863,46.4,23.0,4.7
7/10/91,0,EPI,,,1310,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
7/10/91,0,EPI,3,29,1180,720,,65,12,18.15384615,60,24.67532468,2.666666667,18.15384615,60.0,24.7,2.7
7/24/91,0,EPI,,,439,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
7/24/91,0,EPI,0.5,8,426,630,,27,10,15.77777778,63,28.54054054,0.85,15.77777778,63.0,28.5,0.9
8/7/91,0,EPI,,,173,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
8/7/91,0,EPI,11,6,172,470,,14,7,12.28571429,67.14285714,30.57142857,2.428571429,12.28571429,67.1,30.6,2.4
8/21/91,0,EPI,,,253,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
8/21/91,0,EPI,2,6,250,470,,14,8,17.85714286,58.75,32.72727273,1,17.85714286,58.8,32.7,1.0
9/4/91,0,EPI,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
9/4/91,0,EPI,9,4,253,430,,15,6,16.86666667,71.66666667,32.52380952,2.166666667,16.86666667,71.7,32.5,2.2
9/18/91,0,EPI,,,251,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
9/18/91,0,EPI,3,10,246,460,,17,11,14.47058824,41.81818182,25.21428571,1.181818182,14.47058824,41.8,25.2,1.2
10/2/91,0,EPI,,,157,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
10/2/91,0,EPI,71,82,156,590,,15,10,10.4,59,29.84,15.3,10.4,59.0,29.8,15.3
10/16/91,0,EPI,,,169,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
10/29/91,0,EPI,178,666,231,1430,,32,12,7.21875,119.1666667,37.75,70.33333333,7.21875,119.2,37.8,70.3
12/10/91,0,EPI,186,960,117,1510,,15,11,7.8,137.2727273,62.57692308,104.1818182,7.8,137.3,62.6,104.2
3/18/92,0,EPI,207,960,101,1790,,14,8,7.214285714,223.75,85.95454545,145.875,7.214285714,223.8,86.0,145.9
5/12/92,0,EPI,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
5/13/92,0,EPI,,,201,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
5/13/92,0,EPI,85,217,210,650,,17,6,12.35294118,108.3333333,37.39130435,50.33333333,12.35294118,108.3,37.4,50.3
5/27/92,0,EPI,,,184,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
5/27/92,0,EPI,0.5,30,172,330,,15,6,11.46666667,55,23.9047619,5.083333333,11.46666667,55.0,23.9,5.1
6/10/92,0,EPI,,,186,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
6/10/92,0,EPI,0.5,25,182,340,,22,7,8.272727273,48.57142857,18,3.642857143,8.272727273,48.6,18.0,3.6
6/24/92,0,EPI,,,561,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
6/24/92,0,EPI,0.5,6,570,400,,,7,#DIV/0!,57.14285714,138.5714286,0.928571429,,57.1,138.6,0.9
7/8/92,0,EPI,,,778,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
7/8/92,0,EPI,0.5,7,766,410,,27,7,28.37037037,58.57142857,34.58823529,1.071428571,28.37037037,58.6,34.6,1.1
7/22/92,0,EPI,,,994,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
7/22/92,0,EPI,1,89,930,500,,31,10,30,50,34.87804878,9,30,50.0,34.9,9.0
8/5/92,0,EPI,,,720,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
8/5/92,0,EPI,1,20,631,550,,19,8,33.21052632,68.75,43.74074074,2.625,33.21052632,68.8,43.7,2.6
8/19/92,0,EPI,0.5,6,507,450,,20,5,25.35,90,38.28,1.3,25.35,90.0,38.3,1.3
8/19/92,0,EPI,,,496,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
9/2/92,0,EPI,,,561,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
9/2/92,0,EPI,5,11,577,450,,28,6,20.60714286,75,30.20588235,2.666666667,20.60714286,75.0,30.2,2.7
9/16/92,0,EPI,,,438,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
9/16/92,0,EPI,0.5,6,446,450,,24,6,18.58333333,75,29.86666667,1.083333333,18.58333333,75.0,29.9,1.1
9/30/92,0,EPI,21,45,,480,,23,7,0,68.57142857,16,9.428571429,,68.6,16.0,9.4
10/13/92,0,EPI,3,124,246,550,,21,7,11.71428571,78.57142857,28.42857143,18.14285714,11.71428571,78.6,28.4,18.1
10/13/92,0,EPI,,,239,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
10/28/92,0,EPI,27,660,237,1100,,20,7,11.85,157.1428571,49.51851852,98.14285714,11.85,157.1,49.5,98.1
1/13/93,0,EPI,72,650,40,1130,,10,7,4,161.4285714,68.82352941,103.1428571,4,161.4,68.8,103.1
5/3/93,0,EPI,,,210,,,22,,9.545454545,#DIV/0!,9.545454545,#DIV/0!,9.545454545,,9.5,
5/17/93,0,EPI,53,43,143,510,,13,6,11,85,34.36842105,16,11,85.0,34.4,16.0
5/17/93,0,EPI,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
5/31/93,0,EPI,0.5,11,167,380,,19,7,8.789473684,54.28571429,21.03846154,1.642857143,8.789473684,54.3,21.0,1.6
6/14/93,0,EPI,0.5,10,512,390,,43,6,11.90697674,65,18.40816327,1.75,11.90697674,65.0,18.4,1.8
6/28/93,0,EPI,10,12,651,460,,40,7,16.275,65.71428571,23.63829787,3.142857143,16.275,65.7,23.6,3.1
7/12/93,0,EPI,0.5,6,501,450,,28,5,17.89285714,90,28.81818182,1.3,17.89285714,90.0,28.8,1.3
7/21/93,0,EPI,0.5,7,791,505,,27,6,29.2962963,84.16666667,39.27272727,1.25,29.2962963,84.2,39.3,1.3
7/26/93,0,EPI,0.5,8,883,490,,31,4,28.48387097,122.5,39.22857143,2.125,28.48387097,122.5,39.2,2.1
8/9/93,0,EPI,0.5,5,743,490,,29,6,25.62068966,81.66666667,35.22857143,0.916666667,25.62068966,81.7,35.2,0.9
8/23/93,0,EPI,0.5,8,777,580,,34,6,22.85294118,96.66666667,33.925,1.416666667,22.85294118,96.7,33.9,1.4
9/2/93,0,EPI,0.5,5,575,460,,37,7,15.54054054,65.71428571,23.52272727,0.785714286,15.54054054,65.7,23.5,0.8
9/20/93,0,EPI,0.5,8,512,450,,37,8,13.83783784,56.25,21.37777778,1.0625,13.83783784,56.3,21.4,1.1
10/4/93,0,EPI,18,189,304,630,,24,7,12.66666667,90,30.12903226,29.57142857,12.66666667,90.0,30.1,29.6
10/27/93,0,EPI,103,417,301,930,,25,6,12.04,155,39.70967742,86.66666667,12.04,155.0,39.7,86.7
5/18/94,0,EPI,248,79,92,740,,7,11,13.14285714,67.27272727,46.22222222,29.72727273,13.14285714,67.3,46.2,29.7
6/1/94,0,EPI,1,11,244,410,,21,6,11.61904762,68.33333333,24.22222222,2,11.61904762,68.3,24.2,2.0
6/9/94,0,EPI,,,244,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
6/15/94,0,EPI,1,9,330,400,,,6,#DIV/0!,66.66666667,121.6666667,1.666666667,,66.7,121.7,1.7
6/27/94,0,EPI,0.5,8,547,440,,31,7,17.64516129,62.85714286,25.97368421,1.214285714,17.64516129,62.9,26.0,1.2
6/28/94,0,EPI,,,656,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
7/13/94,0,EPI,0.5,14,1214,490,,44,5,27.59090909,98,34.7755102,2.9,27.59090909,98.0,34.8,2.9
7/14/94,0,EPI,,,1124,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
7/27/94,0,EPI,1,11,1363,460,,56,7,24.33928571,65.71428571,28.93650794,1.714285714,24.33928571,65.7,28.9,1.7
7/28/94,0,EPI,,,646,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
8/9/94,0,EPI,,,841,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
8/10/94,0,EPI,0.5,5,720,420,,38,3,18.94736842,140,27.80487805,1.833333333,18.94736842,140.0,27.8,1.8
8/18/94,0,EPI,,,,,,,3,#DIV/0!,0,0,0,,,,
8/23/94,0,EPI,0.5,6,189,390,,33,4,5.727272727,97.5,15.64864865,1.625,5.727272727,97.5,15.6,1.6
8/24/94,0,EPI,,,198,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
9/7/94,0,EPI,0.5,4,252,360,,22,5,11.45454545,72,22.66666667,0.9,11.45454545,72.0,22.7,0.9
9/8/94,0,EPI,,,236,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
9/21/94,0,EPI,1,10,361,410,,18,6,20.05555556,68.33333333,32.125,1.833333333,20.05555556,68.3,32.1,1.8
10/5/94,0,EPI,0.5,5,218,400,,16,5,13.625,80,29.42857143,1.1,13.625,80.0,29.4,1.1
10/19/94,0,EPI,1,4,153,380,,18,5,8.5,76,23.17391304,1,8.5,76.0,23.2,1.0
10/19/94,0,EPI,,,173,,,16,,10.8125,#DIV/0!,10.8125,#DIV/0!,10.8125,,10.8,
12/13/94,0,EPI,79,365,107,830,,9,8,11.88888889,103.75,55.11764706,55.5,11.88888889,103.8,55.1,55.5
5/16/95,0,EPI,41,11,94,385,,8,3,11.75,128.3333333,43.54545455,17.33333333,11.75,128.3,43.5,17.3
5/30/95,0,EPI,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
5/30/95,0,EPI,0.5,6,96,345,,13,4,7.384615385,86.25,25.94117647,1.625,7.384615385,86.3,25.9,1.6
6/13/95,0,EPI,0.5,6,143,360,,15,3,9.533333333,120,27.94444444,2.166666667,9.533333333,120.0,27.9,2.2
6/27/95,0,EPI,2,15,837,480,,27,8,31,60,37.62857143,2.125,31,60.0,37.6,2.1
7/11/95,0,EPI,0.5,15,398,500,,16,11,24.875,45.45454545,33.25925926,1.409090909,24.875,45.5,33.3,1.4
7/25/95,0,EPI,1,13,721,535,,24,6,30.04166667,89.16666667,41.86666667,2.333333333,30.04166667,89.2,41.9,2.3
8/8/95,0,EPI,1,13,866,355,,34,6,25.47058824,59.16666667,30.525,2.333333333,25.47058824,59.2,30.5,2.3
8/22/95,0,EPI,1,13,874,405,,49,9,17.83673469,45,22.05172414,1.555555556,17.83673469,45.0,22.1,1.6
9/5/95,0,EPI,1,6,945,445,,55,6,17.18181818,74.16666667,22.78688525,1.166666667,17.18181818,74.2,22.8,1.2
9/19/95,0,EPI,0.5,22,436,410,,55,6,7.927272727,68.33333333,13.86885246,3.75,7.927272727,68.3,13.9,3.8
10/3/95,0,EPI,0.5,12,143,370,,13,5,11,74,28.5,2.5,11,74.0,28.5,2.5
10/30/95,0,EPI,23,566,151,895,,13,6,11.61538462,149.1666667,55.05263158,98.16666667,11.61538462,149.2,55.1,98.2
5/21/96,0,EPI,35,338,50,435,,4,4,12.5,108.75,60.625,93.25,12.5,108.8,60.6,93.3
6/3/96,0,EPI,52,313,56,660,,10,20,5.6,33,23.86666667,18.25,5.6,33.0,23.9,18.3
6/17/96,0,EPI,8,1590,48,520,,4,9,12,57.77777778,43.69230769,177.5555556,12,57.8,43.7,177.6
6/26/96,0,EPI,18,69,,550,,5,10,0,55,36.66666667,8.7,,55.0,36.7,8.7
7/2/96,0,EPI,24,34,69,485,,6,11,11.5,44.09090909,32.58823529,5.272727273,11.5,44.1,32.6,5.3
7/9/96,0,EPI,18,56,51,695,,6,10,8.5,69.5,46.625,7.4,8.5,69.5,46.6,7.4
7/15/96,0,EPI,15,36,78,400,,25,43,3.12,9.302325581,7.029411765,1.186046512,3.12,9.3,7.0,1.2
7/23/96,0,EPI,0.5,15,81,440,,15,10,5.4,44,20.84,1.55,5.4,44.0,20.8,1.6
7/29/96,0,EPI,0.5,7,108,190,,17,18,6.352941176,10.55555556,8.514285714,0.416666667,6.352941176,10.6,8.5,0.4
8/6/96,0,EPI,3,17,101,395,,14,10,7.214285714,39.5,20.66666667,2,7.214285714,39.5,20.7,2.0
8/12/96,0,EPI,2,13,166,405,,21,10,7.904761905,40.5,18.41935484,1.5,7.904761905,40.5,18.4,1.5
8/20/96,0,EPI,0.5,8,79,330,,12,11,6.583333333,30,17.7826087,0.772727273,6.583333333,30.0,17.8,0.8
8/26/96,0,EPI,0.5,11,97,390,,13,11,7.461538462,35.45454545,20.29166667,1.045454545,7.461538462,35.5,20.3,1.0
9/3/96,0,EPI,0.5,4,123,310,,18,15,6.833333333,20.66666667,13.12121212,0.3,6.833333333,20.7,13.1,0.3
9/9/96,0,EPI,1,8,108,390,,17,12,6.352941176,32.5,17.17241379,0.75,6.352941176,32.5,17.2,0.8
9/18/96,0,EPI,0.5,6,78,410,,13,15,6,27.33333333,17.42857143,0.433333333,6,27.3,17.4,0.4
9/23/96,0,EPI,0.5,4,119,415,,18,9,6.611111111,46.11111111,19.77777778,0.5,6.611111111,46.1,19.8,0.5
10/7/96,0,EPI,0.5,5,245,355,,27,7,9.074074074,50.71428571,17.64705882,0.785714286,9.074074074,50.7,17.6,0.8
10/30/96,0,EPI,4,265,403,660,,,6,#DIV/0!,110,177.1666667,44.83333333,,110.0,177.2,44.8
5/12/97,0,EPI,78,8,175,395,,25,15,7,26.33333333,14.25,5.733333333,7,26.3,14.3,5.7
5/22/97,0,EPI,0.5,14,121,305,,26,9,4.653846154,33.88888889,12.17142857,1.611111111,4.653846154,33.9,12.2,1.6
5/26/97,0,EPI,0.5,4,157,310,,28,10,5.607142857,31,12.28947368,0.45,5.607142857,31.0,12.3,0.5
6/2/97,0,EPI,0.5,8,111,310,,13,6,8.538461538,51.66666667,22.15789474,1.416666667,8.538461538,51.7,22.2,1.4
6/9/97,0,EPI,0.5,22,130,360,,24,8,5.416666667,45,15.3125,2.8125,5.416666667,45.0,15.3,2.8
6/11/97,0,EPI,,8,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
6/18/97,0,EPI,0.5,13,422,355,,21,6,20.0952381,59.16666667,28.77777778,2.25,20.0952381,59.2,28.8,2.3
6/23/97,0,EPI,0.5,46,468,350,,86,8,5.441860465,43.75,8.70212766,5.8125,5.441860465,43.8,8.7,5.8
7/2/97,0,EPI,1,10,676,420,,30,5,22.53333333,84,31.31428571,2.2,22.53333333,84.0,31.3,2.2
7/7/97,0,EPI,1,24,632,470,,40,5,15.8,94,24.48888889,5,15.8,94.0,24.5,5.0
7/14/97,0,EPI,3,18,601,480,,22,5,27.31818182,96,40.03703704,4.2,27.31818182,96.0,40.0,4.2
7/21/97,0,EPI,1,8,598,420,,24,6,24.91666667,70,33.93333333,1.5,24.91666667,70.0,33.9,1.5
7/28/97,0,EPI,5,13,491,435,,15,7,32.73333333,62.14285714,42.09090909,2.571428571,32.73333333,62.1,42.1,2.6
8/6/97,0,EPI,60,70,214,545,,11,5,19.45454545,109,47.4375,26,19.45454545,109.0,47.4,26.0
8/11/97,0,EPI,5,8,206,470,,17,8,12.11764706,58.75,27.04,1.625,12.11764706,58.8,27.0,1.6
8/18/97,0,EPI,0.5,9,245,400,,20,8,12.25,50,23.03571429,1.1875,12.25,50.0,23.0,1.2
8/25/97,0,EPI,1,8,139,440,,22,7,6.318181818,62.85714286,19.96551724,1.285714286,6.318181818,62.9,20.0,1.3
9/4/97,0,EPI,0.5,8,454,400,,44,11,10.31818182,36.36363636,15.52727273,0.772727273,10.31818182,36.4,15.5,0.8
9/8/97,0,EPI,0.5,19,459,510,,29,8,15.82758621,63.75,26.18918919,2.4375,15.82758621,63.8,26.2,2.4
9/15/97,0,EPI,0.5,10,323,425,,47,10,6.872340426,42.5,13.12280702,1.05,6.872340426,42.5,13.1,1.1
9/22/97,0,EPI,2,12,479,450,,40,9,11.975,50,18.95918367,1.555555556,11.975,50.0,19.0,1.6
10/15/97,0,EPI,0.5,14,523,370,,34,8,15.38235294,46.25,21.26190476,1.8125,15.38235294,46.3,21.3,1.8
10/29/97,0,EPI,6,855,380,1265,,42,14,9.047619048,90.35714286,29.375,61.5,9.047619048,90.4,29.4,61.5
4/22/98,0,EPI,18,245,316,725,,30,15,10.53333333,48.33333333,23.13333333,17.53333333,10.53333333,48.3,23.1,17.5
5/6/98,0,EPI,6,20,341,440,,24,7,14.20833333,62.85714286,25.19354839,3.714285714,14.20833333,62.9,25.2,3.7
5/20/98,0,EPI,0.5,8,351,415,,32,8,10.96875,51.875,19.15,1.0625,10.96875,51.9,19.2,1.1
6/3/98,0,EPI,0.5,27,517,445,,53,11,9.754716981,40.45454545,15.03125,2.5,9.754716981,40.5,15.0,2.5
6/17/98,0,EPI,1,11,906,595,,156,72,5.807692308,8.263888889,6.583333333,0.166666667,5.807692308,8.3,6.6,0.2
7/1/98,0,EPI,1,22,1179,480,,52,196,22.67307692,2.448979592,6.689516129,0.117346939,22.67307692,2.4,6.7,0.1
7/15/98,0,EPI,26,22,415,625,,33,15,12.57575758,41.66666667,21.66666667,3.2,12.57575758,41.7,21.7,3.2
7/29/98,0,EPI,0.5,6,220,505,,24,9,9.166666667,56.11111111,21.96969697,0.722222222,9.166666667,56.1,22.0,0.7
8/12/98,0,EPI,1,7,294,460,,23,8,12.7826087,57.5,24.32258065,1,12.7826087,57.5,24.3,1.0
8/13/98,0,EPI,,,,,,21,,0,#DIV/0!,0,#DIV/0!,,,,
8/26/98,0,EPI,0.5,20,373,515,,27,10,13.81481481,51.5,24,2.05,13.81481481,51.5,24.0,2.1
9/9/98,0,EPI,0.5,7,281,450,,26,8,10.80769231,56.25,21.5,0.9375,10.80769231,56.3,21.5,0.9
9/23/98,0,EPI,0.5,2,281,525,,28,11,10.03571429,47.72727273,20.66666667,0.227272727,10.03571429,47.7,20.7,0.2
10/7/98,0,EPI,9,12,305,435,,32,10,9.53125,43.5,17.61904762,2.1,9.53125,43.5,17.6,2.1
10/26/98,0,EPI,69,195,,725,,30,10,0,72.5,18.125,26.4,,72.5,18.1,26.4
5/27/99,0,EPI,0.5,10,194,395,,44,71,4.409090909,5.563380282,5.12173913,0.147887324,4.409090909,5.6,5.1,0.1
6/9/99,0,EPI,0.5,14,,,,24,9,0,0,0,1.611111111,,,,1.6
6/23/99,0,EPI,0.5,11,580,455,,39,,14.87179487,#DIV/0!,26.53846154,#DIV/0!,14.87179487,,26.5,
7/7/99,0,EPI,0.5,11,855,545,,41,13,20.85365854,41.92307692,25.92592593,0.884615385,20.85365854,41.9,25.9,0.9
7/20/99,0,EPI,0.5,8,539,550,,31,10,17.38709677,55,26.56097561,0.85,17.38709677,55.0,26.6,0.9
8/5/99,0,EPI,1,8,375,565,,22,10,17.04545455,56.5,29.375,0.9,17.04545455,56.5,29.4,0.9
8/17/99,0,EPI,0.5,12,256,500,,17,11,15.05882353,45.45454545,27,1.136363636,15.05882353,45.5,27.0,1.1
9/1/99,0,EPI,0.5,18,216,445,,19,11,11.36842105,40.45454545,22.03333333,1.681818182,11.36842105,40.5,22.0,1.7
9/15/99,0,EPI,0.5,7,230,435,,23,8,10,54.375,21.4516129,0.9375,10,54.4,21.5,0.9
9/29/99,0,EPI,0.5,6,203,415,,12,7,16.91666667,59.28571429,32.52631579,0.928571429,16.91666667,59.3,32.5,0.9
10/20/99,0,EPI,43,193,212,650,,25,7,8.48,92.85714286,26.9375,33.71428571,8.48,92.9,26.9,33.7
3/22/00,0,EPI,26,710,415,1195,,48,9,8.645833333,132.7777778,28.24561404,81.77777778,8.645833333,132.8,28.2,81.8
5/3/00,0,EPI,0.5,15,198,435,,18,9,11,48.33333333,23.44444444,1.722222222,11,48.3,23.4,1.7
5/17/00,0,EPI,5,19,163,495,,19,6,8.578947368,82.5,26.32,4,8.578947368,82.5,26.3,4.0
5/31/00,0,EPI,1,13,187,365,,24,9,7.791666667,40.55555556,16.72727273,1.555555556,7.791666667,40.6,16.7,1.6
6/14/00,0,EPI,1,15,244,420,,19,7,12.84210526,60,25.53846154,2.285714286,12.84210526,60.0,25.5,2.3
6/28/00,0,EPI,0.5,17,220,470,,22,12,10,39.16666667,20.29411765,1.458333333,10,39.2,20.3,1.5
7/12/00,0,EPI,0.5,15,552,535,,33,7,16.72727273,76.42857143,27.175,2.214285714,16.72727273,76.4,27.2,2.2
7/26/00,0,EPI,4,21,190,500,,22,5,8.636363636,100,25.55555556,5,8.636363636,100.0,25.6,5.0
8/10/00,0,EPI,0.5,20,246,595,,16,3,15.375,198.3333333,44.26315789,6.833333333,15.375,198.3,44.3,6.8
8/22/00,0,EPI,2,10,232,450,,23,0.25,10.08695652,1800,29.33333333,48,10.08695652,1800.0,29.3,48.0
9/6/00,0,EPI,1,24,325,530,,30,12,10.83333333,44.16666667,20.35714286,2.083333333,10.83333333,44.2,20.4,2.1
9/20/00,0,EPI,2,20,248,435,,31,5,8,87,18.97222222,4.4,8,87.0,19.0,4.4
10/4/00,0,EPI,1,14,224,465,,23,1,9.739130435,465,28.70833333,15,9.739130435,465.0,28.7,15.0
10/24/00,0,EPI,56,50,262,485,,19,8,13.78947368,60.625,27.66666667,13.25,13.78947368,60.6,27.7,13.3
5/16/01,0,EPI,1,21,131,435,,18,0.25,7.277777778,1740,31.01369863,88,7.277777778,1740.0,31.0,88.0
5/30/01,0,EPI,1,17,147,385,,20,8,7.35,48.125,19,2.25,7.35,48.1,19.0,2.3
6/13/01,0,EPI,1,13,210,455,,22,7,9.545454545,65,22.93103448,2,9.545454545,65.0,22.9,2.0
6/27/01,0,EPI,4,19,349,405,,25,3,13.96,135,26.92857143,7.666666667,13.96,135.0,26.9,7.7
7/11/01,0,EPI,13,16,529,480,,24,10,22.04166667,48,29.67647059,2.9,22.04166667,48.0,29.7,2.9
7/25/01,0,EPI,22,10,164,475,,12,8,13.66666667,59.375,31.95,4,13.66666667,59.4,32.0,4.0
8/9/01,0,EPI,1,22,138,485,,21,12,6.571428571,40.41666667,18.87878788,1.916666667,6.571428571,40.4,18.9,1.9
8/22/01,0,EPI,6,15,273,510,,27,10,10.11111111,51,21.16216216,2.1,10.11111111,51.0,21.2,2.1
9/6/01,0,EPI,5,24,332,485,,32,10,10.375,48.5,19.45238095,2.9,10.375,48.5,19.5,2.9
9/17/01,0,EPI,1,13,364,455,,35,13,10.4,35,17.0625,1.076923077,10.4,35.0,17.1,1.1
10/3/01,0,EPI,6,13,234,280,,28,8,8.357142857,35,14.27777778,2.375,8.357142857,35.0,14.3,2.4
10/24/01,0,EPI,137,298,151,860,,24,9,6.291666667,95.55555556,30.63636364,48.33333333,6.291666667,95.6,30.6,48.3
5/22/02,0,EPI,260,21,164,655,,13,9,12.61538462,72.77777778,37.22727273,31.22222222,12.61538462,72.8,37.2,31.2
6/5/02,0,EPI,5,15,156,425,,15,8,10.4,53.125,25.26086957,2.5,10.4,53.1,25.3,2.5
6/18/02,0,EPI,12,99,226,895,,24,11,9.416666667,81.36363636,32.02857143,10.09090909,9.416666667,81.4,32.0,10.1
7/2/02,0,EPI,2,16,265,420,,18,11,14.72222222,38.18181818,23.62068966,1.636363636,14.72222222,38.2,23.6,1.6
7/16/02,0,EPI,1,28,329,470,,16,6,20.5625,78.33333333,36.31818182,4.833333333,20.5625,78.3,36.3,4.8
7/30/02,0,EPI,1,27,175,490,,19,7,9.210526316,70,25.57692308,4,9.210526316,70.0,25.6,4.0
8/13/02,0,EPI,1,33,385,470,,31,9,12.41935484,52.22222222,21.375,3.777777778,12.41935484,52.2,21.4,3.8
8/27/02,0,EPI,2,21,357,480,,30,11,11.9,43.63636364,20.41463415,2.090909091,11.9,43.6,20.4,2.1
9/10/02,0,EPI,1,14,352,475,,31,13,11.35483871,36.53846154,18.79545455,1.153846154,11.35483871,36.5,18.8,1.2
9/24/02,0,EPI,0.5,19,416,475,,36,9,11.55555556,52.77777778,19.8,2.166666667,11.55555556,52.8,19.8,2.2
10/8/02,0,EPI,5,19,320,440,,36,9,8.888888889,48.88888889,16.88888889,2.666666667,8.888888889,48.9,16.9,2.7
10/28/02,0,EPI,93,255,312,795,,37,11,8.432432432,72.27272727,23.0625,31.63636364,8.432432432,72.3,23.1,31.6
5/5/03,0,EPI,3,39,120,380,,10,7,12,54.28571429,29.41176471,6,12,54.3,29.4,6.0
5/20/03,0,EPI,0.5,23,144,365,,18,7,8,52.14285714,20.36,3.357142857,8,52.1,20.4,3.4
6/2/03,0,EPI,0.5,13,172,315,,18,6,9.555555556,52.5,20.29166667,2.25,9.555555556,52.5,20.3,2.3
6/16/03,0,EPI,0.5,11,438,395,,28,5,15.64285714,79,25.24242424,2.3,15.64285714,79.0,25.2,2.3
6/30/03,0,EPI,51,13,375,505,,11,4,34.09090909,126.25,58.66666667,16,34.09090909,126.3,58.7,16.0
7/14/03,0,EPI,0.5,41,282,545,,5,12,56.4,45.41666667,48.64705882,3.458333333,56.4,45.4,48.6,3.5
7/28/03,0,EPI,0.5,24,349,380,,25,8,13.96,47.5,22.09090909,3.0625,13.96,47.5,22.1,3.1
8/11/03,0,EPI,0.5,13,434,435,,36,2,12.05555556,217.5,22.86842105,6.75,12.05555556,217.5,22.9,6.8
